,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
15608,AUS,BCI,AMPLITUD,LTRENDIDX,M,1980-11-01,100.3975,
15609,AUS,BCI,AMPLITUD,LTRENDIDX,M,1980-12-01,100.5915,
15610,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-01-01,100.8864,
15611,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-02-01,101.1097,
15612,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-03-01,101.1266,
15613,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-04-01,101.0055,
15614,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-05-01,100.8267,
15615,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-06-01,100.6302,
15616,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-07-01,100.4204,
15617,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-08-01,100.1773,
15618,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-09-01,99.88024,
15619,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-10-01,99.5656,
15620,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-11-01,99.28032,
15621,AUS,BCI,AMPLITUD,LTRENDIDX,M,1981-12-01,99.05349,
15622,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-01-01,98.83831,
15623,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-02-01,98.56371,
15624,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-03-01,98.17425,
15625,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-04-01,97.72951,
15626,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-05-01,97.30849,
15627,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-06-01,96.96929,
15628,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-07-01,96.68512,
15629,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-08-01,96.42893,
15630,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-09-01,96.2032,
15631,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-10-01,96.04152,
15632,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-11-01,96.03398,
15633,AUS,BCI,AMPLITUD,LTRENDIDX,M,1982-12-01,96.28837,
15634,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-01-01,96.73729,
15635,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-02-01,97.34193,
15636,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-03-01,98.10136,
15637,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-04-01,98.90597,
15638,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-05-01,99.62386,
15639,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-06-01,100.1419,
15640,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-07-01,100.4938,
15641,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-08-01,100.6889,
15642,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-09-01,100.7076,
15643,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-10-01,100.6537,
15644,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-11-01,100.6334,
15645,AUS,BCI,AMPLITUD,LTRENDIDX,M,1983-12-01,100.7063,
15646,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-01-01,100.8038,
15647,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-02-01,100.8187,
15648,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-03-01,100.6706,
15649,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-04-01,100.4533,
15650,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-05-01,100.2919,
15651,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-06-01,100.2684,
15652,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-07-01,100.2921,
15653,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-08-01,100.2294,
15654,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-09-01,99.98579,
15655,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-10-01,99.67527,
15656,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-11-01,99.46552,
15657,AUS,BCI,AMPLITUD,LTRENDIDX,M,1984-12-01,99.4903,
15658,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-01-01,99.66092,
15659,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-02-01,99.86967,
15660,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-03-01,100.0474,
15661,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-04-01,100.1826,
15662,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-05-01,100.2701,
15663,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-06-01,100.3009,
15664,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-07-01,100.3015,
15665,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-08-01,100.2928,
15666,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-09-01,100.2817,
15667,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-10-01,100.2598,
15668,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-11-01,100.2002,
15669,AUS,BCI,AMPLITUD,LTRENDIDX,M,1985-12-01,100.0646,
15670,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-01-01,99.84821,
15671,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-02-01,99.52193,
15672,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-03-01,99.05638,
15673,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-04-01,98.55489,
15674,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-05-01,98.15924,
15675,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-06-01,97.99107,
15676,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-07-01,97.98767,
15677,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-08-01,98.0976,
15678,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-09-01,98.31172,
15679,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-10-01,98.58073,
15680,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-11-01,98.86986,
15681,AUS,BCI,AMPLITUD,LTRENDIDX,M,1986-12-01,99.1587,
15682,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-01-01,99.42082,
15683,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-02-01,99.61961,
15684,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-03-01,99.73083,
15685,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-04-01,99.82845,
15686,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-05-01,100.0086,
15687,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-06-01,100.3274,
15688,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-07-01,100.6557,
15689,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-08-01,100.7983,
15690,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-09-01,100.6035,
15691,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-10-01,100.2581,
15692,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-11-01,100.0126,
15693,AUS,BCI,AMPLITUD,LTRENDIDX,M,1987-12-01,100.0562,
15694,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-01-01,100.2932,
15695,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-02-01,100.6044,
15696,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-03-01,100.9169,
15697,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-04-01,101.1984,
15698,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-05-01,101.4247,
15699,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-06-01,101.5777,
15700,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-07-01,101.6991,
15701,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-08-01,101.8285,
15702,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-09-01,101.9738,
15703,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-10-01,102.0731,
15704,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-11-01,102.0112,
15705,AUS,BCI,AMPLITUD,LTRENDIDX,M,1988-12-01,101.6827,
15706,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-01-01,101.2156,
15707,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-02-01,100.7624,
15708,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-03-01,100.4284,
15709,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-04-01,100.1877,
15710,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-05-01,100.0006,
15711,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-06-01,99.83738,
15712,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-07-01,99.64995,
15713,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-08-01,99.37569,
15714,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-09-01,98.96644,
15715,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-10-01,98.50401,
15716,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-11-01,98.10075,
15717,AUS,BCI,AMPLITUD,LTRENDIDX,M,1989-12-01,97.85332,
15718,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-01-01,97.7373,
15719,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-02-01,97.73908,
15720,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-03-01,97.85643,
15721,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-04-01,97.98115,
15722,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-05-01,97.97348,
15723,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-06-01,97.72908,
15724,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-07-01,97.37838,
15725,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-08-01,97.09486,
15726,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-09-01,97.00967,
15727,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-10-01,97.05898,
15728,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-11-01,97.16737,
15729,AUS,BCI,AMPLITUD,LTRENDIDX,M,1990-12-01,97.29668,
15730,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-01-01,97.43569,
15731,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-02-01,97.59485,
15732,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-03-01,97.79109,
15733,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-04-01,98.01265,
15734,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-05-01,98.24738,
15735,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-06-01,98.48573,
15736,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-07-01,98.7107,
15737,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-08-01,98.8948,
15738,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-09-01,99.01059,
15739,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-10-01,99.08196,
15740,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-11-01,99.1272,
15741,AUS,BCI,AMPLITUD,LTRENDIDX,M,1991-12-01,99.14633,
15742,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-01-01,99.13476,
15743,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-02-01,99.07694,
15744,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-03-01,98.97089,
15745,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-04-01,98.89881,
15746,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-05-01,98.98753,
15747,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-06-01,99.33485,
15748,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-07-01,99.77525,
15749,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-08-01,100.0871,
15750,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-09-01,100.1067,
15751,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-10-01,99.97146,
15752,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-11-01,99.86397,
15753,AUS,BCI,AMPLITUD,LTRENDIDX,M,1992-12-01,99.91214,
15754,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-01-01,100.0608,
15755,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-02-01,100.2231,
15756,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-03-01,100.3312,
15757,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-04-01,100.3734,
15758,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-05-01,100.3335,
15759,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-06-01,100.1955,
15760,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-07-01,100.0311,
15761,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-08-01,99.93382,
15762,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-09-01,99.9796,
15763,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-10-01,100.1207,
15764,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-11-01,100.3052,
15765,AUS,BCI,AMPLITUD,LTRENDIDX,M,1993-12-01,100.5006,
15766,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-01-01,100.6755,
15767,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-02-01,100.7933,
15768,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-03-01,100.828,
15769,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-04-01,100.8357,
15770,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-05-01,100.8843,
15771,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-06-01,101.0097,
15772,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-07-01,101.1309,
15773,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-08-01,101.1185,
15774,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-09-01,100.867,
15775,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-10-01,100.5009,
15776,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-11-01,100.1743,
15777,AUS,BCI,AMPLITUD,LTRENDIDX,M,1994-12-01,99.98479,
15778,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-01-01,99.84817,
15779,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-02-01,99.63797,
15780,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-03-01,99.27186,
15781,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-04-01,98.87165,
15782,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-05-01,98.62202,
15783,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-06-01,98.66316,
15784,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-07-01,98.83291,
15785,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-08-01,98.91969,
15786,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-09-01,98.7868,
15787,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-10-01,98.5797,
15788,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-11-01,98.52179,
15789,AUS,BCI,AMPLITUD,LTRENDIDX,M,1995-12-01,98.78442,
15790,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-01-01,99.20773,
15791,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-02-01,99.57632,
15792,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-03-01,99.73415,
15793,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-04-01,99.75426,
15794,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-05-01,99.73315,
15795,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-06-01,99.72272,
15796,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-07-01,99.70372,
15797,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-08-01,99.62824,
15798,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-09-01,99.47102,
15799,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-10-01,99.33708,
15800,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-11-01,99.38815,
15801,AUS,BCI,AMPLITUD,LTRENDIDX,M,1996-12-01,99.74578,
15802,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-01-01,100.2095,
15803,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-02-01,100.5049,
15804,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-03-01,100.4253,
15805,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-04-01,100.1428,
15806,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-05-01,99.8824,
15807,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-06-01,99.80052,
15808,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-07-01,99.84056,
15809,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-08-01,99.9134,
15810,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-09-01,99.95586,
15811,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-10-01,99.95646,
15812,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-11-01,99.9038,
15813,AUS,BCI,AMPLITUD,LTRENDIDX,M,1997-12-01,99.77681,
15814,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-01-01,99.5883,
15815,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-02-01,99.34149,
15816,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-03-01,99.04803,
15817,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-04-01,98.80441,
15818,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-05-01,98.76466,
15819,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-06-01,99.0634,
15820,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-07-01,99.53481,
15821,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-08-01,99.97517,
15822,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-09-01,100.2327,
15823,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-10-01,100.3284,
15824,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-11-01,100.2811,
15825,AUS,BCI,AMPLITUD,LTRENDIDX,M,1998-12-01,100.0939,
15826,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-01-01,99.88464,
15827,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-02-01,99.79742,
15828,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-03-01,99.93733,
15829,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-04-01,100.1826,
15830,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-05-01,100.3747,
15831,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-06-01,100.4029,
15832,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-07-01,100.3421,
15833,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-08-01,100.3009,
15834,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-09-01,100.359,
15835,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-10-01,100.4841,
15836,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-11-01,100.6254,
15837,AUS,BCI,AMPLITUD,LTRENDIDX,M,1999-12-01,100.7398,
15838,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-01-01,100.8016,
15839,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-02-01,100.7708,
15840,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-03-01,100.6134,
15841,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-04-01,100.415,
15842,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-05-01,100.277,
15843,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-06-01,100.2538,
15844,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-07-01,100.2294,
15845,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-08-01,100.0231,
15846,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-09-01,99.49672,
15847,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-10-01,98.84305,
15848,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-11-01,98.32875,
15849,AUS,BCI,AMPLITUD,LTRENDIDX,M,2000-12-01,98.16445,
15850,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-01-01,98.2354,
15851,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-02-01,98.41699,
15852,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-03-01,98.65508,
15853,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-04-01,98.93554,
15854,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-05-01,99.27994,
15855,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-06-01,99.69876,
15856,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-07-01,100.0807,
15857,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-08-01,100.2551,
15858,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-09-01,100.091,
15859,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-10-01,99.80383,
15860,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-11-01,99.68005,
15861,AUS,BCI,AMPLITUD,LTRENDIDX,M,2001-12-01,99.92395,
15862,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-01-01,100.3417,
15863,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-02-01,100.6609,
15864,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-03-01,100.6769,
15865,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-04-01,100.4969,
15866,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-05-01,100.2626,
15867,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-06-01,100.0694,
15868,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-07-01,99.93932,
15869,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-08-01,99.89042,
15870,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-09-01,99.94323,
15871,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-10-01,100.0459,
15872,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-11-01,100.145,
15873,AUS,BCI,AMPLITUD,LTRENDIDX,M,2002-12-01,100.207,
15874,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-01-01,100.2423,
15875,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-02-01,100.2709,
15876,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-03-01,100.3151,
15877,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-04-01,100.3978,
15878,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-05-01,100.5532,
15879,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-06-01,100.7998,
15880,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-07-01,101.0393,
15881,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-08-01,101.1265,
15882,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-09-01,100.9457,
15883,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-10-01,100.6403,
15884,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-11-01,100.3943,
15885,AUS,BCI,AMPLITUD,LTRENDIDX,M,2003-12-01,100.3393,
15886,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-01-01,100.402,
15887,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-02-01,100.4825,
15888,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-03-01,100.5158,
15889,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-04-01,100.5146,
15890,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-05-01,100.509,
15891,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-06-01,100.5195,
15892,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-07-01,100.5358,
15893,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-08-01,100.5333,
15894,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-09-01,100.4849,
15895,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-10-01,100.39,
15896,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-11-01,100.2416,
15897,AUS,BCI,AMPLITUD,LTRENDIDX,M,2004-12-01,100.0377,
15898,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-01-01,99.84784,
15899,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-02-01,99.76914,
15900,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-03-01,99.86905,
15901,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-04-01,100.0164,
15902,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-05-01,100.0291,
15903,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-06-01,99.77393,
15904,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-07-01,99.40182,
15905,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-08-01,99.12138,
15906,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-09-01,99.09006,
15907,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-10-01,99.21343,
15908,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-11-01,99.36891,
15909,AUS,BCI,AMPLITUD,LTRENDIDX,M,2005-12-01,99.47489,
15910,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-01-01,99.52772,
15911,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-02-01,99.53695,
15912,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-03-01,99.51376,
15913,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-04-01,99.50296,
15914,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-05-01,99.56494,
15915,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-06-01,99.74523,
15916,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-07-01,99.97128,
15917,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-08-01,100.1471,
15918,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-09-01,100.2022,
15919,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-10-01,100.1906,
15920,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-11-01,100.181,
15921,AUS,BCI,AMPLITUD,LTRENDIDX,M,2006-12-01,100.2129,
15922,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-01-01,100.2519,
15923,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-02-01,100.2394,
15924,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-03-01,100.1371,
15925,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-04-01,100.0212,
15926,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-05-01,100.0063,
15927,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-06-01,100.1827,
15928,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-07-01,100.4524,
15929,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-08-01,100.6827,
15930,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-09-01,100.7664,
15931,AUS,BCI,AMPLITUD,LTRENDIDX,M,2007-10-01,100.7214,
